date,dayofweek,visiting_team,v_game_number,home_team,h_game_number,v_score,h_score,LOG_inouts,LOG_minutes,v_AB,v_H,v_2B,v_3B,v_HR,v_RBI,v_SF,v_HBP,v_BB,v_K,v_SB,v_GIDP,v_LOB,v_pitchers_used,v_ER,v_def_assists,v_errors_def,v_doubleplays_def,h_AB,h_H,h_2B,h_3B,h_HR,h_RBI,h_SF,h_HBP,h_BB,h_K,h_SB,h_GIDP,h_LOB,h_pitchers_used,h_ER,h_def_assists,h_errors_def,h_doubleplays_def
20160818,Thu,LAD,120,PHI,122,4,5,51,174,34,7,2,0,2,4,0,0,2,9,0,0,5,5,4,6,1,0,34,9,3,0,2,5,0,0,4,9,1,0,9,4,4,6,0,0
20160818,Thu,ARI,121,SDP,121,8,9,51,229,39,14,2,1,1,7,0,0,5,5,2,1,10,5,7,8,1,1,35,12,2,0,0,8,0,1,6,6,1,1,9,5,7,13,1,1
20160818,Thu,NYM,121,SFG,121,7,10,51,210,38,13,0,1,1,7,0,0,4,11,0,2,8,5,10,7,0,2,37,17,3,1,1,10,0,0,4,8,1,2,8,7,7,8,0,2
20160819,Fri,NYY,121,ANA,122,7,0,54,175,41,15,4,0,4,7,0,0,1,4,1,1,8,4,0,10,0,0,33,6,0,0,0,0,0,0,1,11,0,0,7,3,7,10,1,1
20160819,Fri,HOU,122,BAL,121,15,8,54,183,43,18,4,0,4,15,0,1,5,12,1,1,7,4,7,6,1,0,37,10,0,0,5,7,0,0,2,8,0,0,4,5,15,12,0,1
20160819,Fri,OAK,122,CHW,121,9,0,54,143,38,11,3,0,3,8,0,1,4,7,0,1,7,1,0,10,1,2,28,2,0,0,0,0,0,0,0,5,0,0,1,4,8,8,1,1
20160819,Fri,TOR,122,CLE,120,2,3,52,147,31,5,0,0,1,2,0,0,2,15,0,1,4,4,2,8,2,1,30,6,0,0,2,3,0,1,3,9,0,1,6,2,2,8,0,1
20160819,Fri,BOS,121,DET,122,10,2,54,166,43,16,4,0,2,10,0,0,2,7,1,0,8,3,1,10,1,1,31,4,0,0,1,2,0,0,2,10,0,1,4,4,10,10,0,0
20160819,Fri,MIN,122,KCR,122,4,5,63,224,40,7,3,0,1,4,0,0,5,12,1,0,8,6,5,13,0,1,40,12,1,0,0,5,0,1,7,7,1,1,14,7,4,10,0,0
20160819,Fri,MIL,121,SEA,121,6,7,51,201,36,11,0,0,3,6,0,0,4,9,2,0,7,4,6,10,3,0,37,11,1,0,3,7,0,0,6,5,1,0,12,5,6,9,0,0
20160819,Fri,TEX,123,TBD,120,6,2,54,176,38,11,1,0,3,6,0,0,4,9,0,0,9,3,2,7,1,1,33,6,1,0,1,2,0,0,2,13,0,1,6,4,6,6,0,0
20160819,Fri,WSN,121,ATL,122,7,6,54,216,37,12,2,0,0,5,0,0,5,11,1,0,10,5,4,10,2,3,33,7,2,0,2,6,0,0,4,6,0,1,4,5,6,9,2,1
20160819,Fri,LAD,121,CIN,121,2,9,51,219,36,10,1,1,0,2,0,2,5,6,0,1,14,5,9,8,0,2,34,12,1,0,2,9,0,0,4,8,0,2,5,4,2,8,0,1
20160819,Fri,CHC,121,COL,122,6,7,64,227,42,12,0,0,2,6,0,1,3,12,1,0,8,6,5,10,2,1,40,11,4,0,1,5,1,0,3,7,0,0,6,6,6,15,0,0
20160819,Fri,STL,121,PHI,123,4,3,66,234,41,9,2,0,2,4,0,1,3,6,1,1,8,6,3,13,0,1,40,11,1,1,2,3,0,0,5,13,0,1,10,6,4,6,0,1
20160819,Fri,FLA,122,PIT,119,6,5,54,216,39,16,0,0,3,6,0,1,6,6,0,2,14,6,2,14,1,2,34,12,1,0,1,4,1,0,4,3,1,2,7,4,5,11,2,2
20160819,Fri,ARI,122,SDP,122,4,7,58,238,40,13,2,0,0,3,0,0,8,11,5,1,15,5,7,10,0,1,35,11,3,0,2,7,1,0,5,11,0,1,6,6,3,14,1,1
20160819,Fri,NYM,122,SFG,122,1,8,51,174,35,11,1,0,1,1,0,0,0,2,0,2,7,5,4,12,2,3,37,15,2,1,1,6,0,0,1,4,1,2,7,4,1,20,0,2
20160820,Sat,NYY,122,ANA,123,5,1,54,171,36,8,2,0,1,5,0,0,1,7,1,0,5,4,1,11,0,0,30,4,0,0,1,1,0,1,2,7,0,0,5,4,5,8,1,0
20160820,Sat,HOU,123,BAL,122,12,2,54,201,39,14,5,0,3,11,0,1,10,4,0,3,11,3,2,8,0,0,35,7,1,0,2,2,0,0,2,9,0,0,8,6,12,13,1,3
20160820,Sat,OAK,123,CHW,122,2,6,51,153,33,6,0,0,1,2,0,0,3,9,0,1,7,4,6,5,0,0,34,10,2,0,1,6,0,0,1,8,0,0,5,3,2,5,0,1
20160820,Sat,TOR,123,CLE,121,6,5,54,180,40,14,2,0,3,6,0,0,1,9,0,1,8,5,4,11,2,2,32,6,1,0,1,5,1,0,1,9,0,2,2,5,6,14,0,1
20160820,Sat,BOS,122,DET,123,3,2,54,156,34,8,1,0,1,2,0,0,2,10,0,1,6,5,2,11,0,1,32,6,1,0,2,2,0,0,2,7,0,1,5,4,3,8,0,1
20160820,Sat,MIN,123,KCR,123,0,10,51,151,30,4,0,0,0,0,0,1,0,6,0,1,4,3,10,6,0,1,39,17,6,0,3,10,1,0,2,2,0,1,8,2,0,5,0,1
20160820,Sat,MIL,122,SEA,122,2,8,51,173,33,7,3,0,0,2,0,1,1,10,1,0,6,3,8,13,1,3,34,12,6,0,2,7,0,0,3,2,1,2,5,2,2,9,0,1
20160820,Sat,TEX,124,TBD,121,2,8,51,176,35,9,3,0,2,2,0,0,2,6,1,0,8,4,8,7,0,1,34,12,3,2,2,8,0,1,1,7,0,0,5,5,2,11,1,0
20160820,Sat,WSN,122,ATL,123,11,9,54,206,41,17,1,0,3,11,1,0,3,9,1,2,7,6,7,9,1,0,40,12,5,0,0,8,0,0,5,7,0,0,9,4,10,12,0,2
20160820,Sat,LAD,122,CIN,122,1,11,51,173,30,3,1,0,0,1,0,0,3,10,0,0,5,7,11,11,0,0,40,18,3,0,3,11,0,0,4,3,1,0,9,3,1,11,0,0
20160820,Sat,CHC,122,COL,123,9,2,54,185,40,15,1,0,2,9,0,0,3,8,0,2,8,2,2,10,0,1,31,5,0,0,1,2,0,0,3,9,1,0,5,4,8,9,2,2
20160820,Sat,STL,122,PHI,124,2,4,51,176,33,9,2,0,1,2,0,0,1,11,0,3,5,4,4,7,0,1,34,11,2,0,2,4,0,0,0,10,0,1,6,3,2,8,0,3
20160820,Sat,FLA,123,PIT,120,3,1,54,150,33,6,1,0,1,2,0,0,0,2,0,1,3,4,1,7,0,1,30,4,2,0,0,1,0,0,2,14,0,1,4,3,2,15,1,1
20160820,Sat,ARI,123,SDP,123,2,1,54,172,30,4,0,0,0,0,0,0,4,6,0,4,5,5,1,4,1,0,31,3,1,0,1,1,0,0,3,15,0,0,6,3,0,14,4,4
20160820,Sat,NYM,123,SFG,123,9,5,54,201,37,13,3,0,3,9,1,0,4,9,1,1,6,4,5,10,0,3,35,11,3,1,1,5,0,0,4,6,0,2,7,4,9,11,0,1
20160821,Sun,NYY,123,ANA,124,0,2,51,159,32,6,1,0,0,0,0,0,3,8,1,1,8,3,2,5,0,0,30,8,1,0,0,2,0,0,2,5,0,0,6,4,0,9,0,1
20160821,Sun,HOU,124,BAL,123,5,3,54,152,35,9,1,0,1,5,0,0,3,5,1,1,6,2,3,15,0,0,32,6,1,0,2,3,0,0,1,7,0,0,3,2,4,10,1,1
20160821,Sun,OAK,124,CHW,123,2,4,51,162,36,10,2,0,1,2,0,0,1,9,0,1,8,5,4,9,1,0,34,11,3,0,1,4,0,0,1,5,3,0,7,3,2,7,0,1
20160821,Sun,TOR,124,CLE,122,2,3,51,173,33,7,2,0,1,2,0,0,7,13,0,0,11,2,3,9,0,3,31,9,0,0,1,3,0,0,1,10,0,3,5,3,2,8,0,0
20160821,Sun,BOS,123,DET,124,5,10,51,189,32,7,1,1,1,5,1,0,3,8,0,0,4,3,10,4,0,2,32,10,3,0,2,10,0,0,6,10,0,1,4,4,5,6,0,0
20160821,Sun,MIN,124,KCR,124,1,2,51,145,34,8,3,0,0,1,0,0,2,5,0,1,8,2,1,7,1,1,28,4,3,0,0,2,0,0,1,11,0,1,3,4,1,8,1,1
20160821,Sun,MIL,123,SEA,123,7,6,54,193,36,10,3,0,3,7,0,0,2,10,0,1,4,4,5,11,1,1,38,11,1,0,0,6,0,0,1,7,0,1,6,6,7,8,0,1
20160821,Sun,TEX,125,TBD,122,4,8,51,181,33,7,0,0,2,4,0,0,2,9,0,0,4,3,8,7,1,1,31,8,3,0,2,8,0,0,4,8,0,0,5,5,4,10,0,0
20160821,Sun,WSN,123,ATL,124,6,7,59,216,39,8,0,0,2,6,0,1,3,12,1,0,7,4,5,13,5,2,37,9,2,0,2,4,0,0,5,11,0,2,7,6,6,9,0,0
20160821,Sun,LAD,123,CIN,123,4,0,54,175,32,8,1,0,1,4,1,0,3,7,0,1,6,4,0,10,0,2,33,9,1,0,0,0,0,0,1,12,0,2,7,3,4,8,0,1
20160821,Sun,CHC,123,COL,124,4,11,51,180,32,7,0,0,2,4,0,0,1,6,0,1,2,3,7,6,4,1,39,14,3,0,3,11,0,0,3,10,0,1,7,2,4,14,0,1
20160821,Sun,STL,123,PHI,125,9,0,54,187,40,13,2,0,4,9,1,0,2,10,0,0,7,3,0,12,0,3,33,9,0,0,0,0,0,1,1,8,0,3,8,4,9,5,0,0
20160821,Sun,FLA,124,PIT,121,3,2,54,175,34,6,1,0,1,2,0,1,2,8,1,0,8,4,2,12,2,0,30,5,1,0,0,2,1,0,2,5,0,0,6,4,1,11,2,0
20160821,Sun,ARI,124,SDP,124,1,9,51,150,32,5,0,0,0,1,0,0,0,8,0,0,4,3,9,8,0,1,34,11,3,1,2,9,0,0,3,7,0,1,4,3,0,11,1,0
20160821,Sun,NYM,124,SFG,124,2,0,54,145,30,4,1,0,1,2,0,1,1,7,0,1,3,2,0,12,0,1,27,3,0,0,0,0,0,0,2,8,0,1,2,3,2,7,0,1
20160822,Mon,WSN,124,BAL,124,3,4,51,151,31,5,2,0,2,3,0,1,5,9,1,1,7,2,4,5,0,1,28,5,2,0,2,4,0,0,3,9,0,1,3,5,3,8,0,1
20160822,Mon,CLE,123,OAK,125,1,0,54,149,33,7,2,0,1,1,0,0,1,9,0,0,6,2,0,9,1,0,31,4,1,0,0,0,0,0,0,12,0,0,4,4,1,7,0,0
20160822,Mon,NYY,124,SEA,124,5,7,51,176,34,9,0,0,4,5,0,0,3,8,0,2,5,4,7,10,0,2,31,10,1,0,3,7,0,0,3,9,0,2,3,5,5,11,0,2
20160822,Mon,BOS,124,TBD,123,6,2,54,193,33,9,3,0,1,6,2,0,8,7,1,1,10,2,2,3,0,0,31,5,0,0,1,2,0,0,2,10,0,0,4,5,4,10,1,1
20160822,Mon,ATL,125,ARI,125,8,9,51,198,36,12,2,1,3,8,1,0,5,9,0,0,8,4,9,7,0,1,37,16,4,0,2,9,1,0,1,9,0,1,6,6,8,14,0,0
20160822,Mon,LAD,124,CIN,124,18,9,54,242,46,21,0,0,7,18,2,0,4,7,0,0,7,7,9,7,1,0,41,14,5,2,0,9,1,0,8,4,0,0,14,6,18,4,0,0
20160822,Mon,COL,125,MIL,124,2,4,51,174,34,7,2,0,0,1,0,1,1,6,2,0,7,2,3,12,2,3,26,4,0,0,1,4,0,0,8,4,2,3,6,4,2,8,0,0
20160822,Mon,HOU,125,PIT,122,3,1,54,137,31,5,1,0,2,3,0,0,1,8,0,2,2,3,0,8,2,0,31,5,3,0,0,0,0,0,1,9,0,0,4,2,3,15,1,2
20160822,Mon,CHC,124,SDP,125,5,1,54,199,34,11,1,0,3,5,1,0,5,2,1,2,9,4,1,8,1,0,31,6,1,0,0,0,0,0,2,14,3,0,6,3,5,12,0,2
20160823,Tue,WSN,125,BAL,125,1,8,51,192,33,10,1,0,0,1,0,0,2,3,0,1,7,4,6,6,1,0,37,13,3,0,1,6,0,0,4,8,0,0,9,2,1,13,0,1
20160823,Tue,PHI,126,CHW,124,1,9,51,158,32,5,2,0,1,1,0,0,2,6,0,0,6,4,9,10,0,1,32,11,3,2,2,9,1,0,4,5,0,1,4,3,1,12,0,0
20160823,Tue,DET,125,MIN,125,8,3,54,165,37,14,3,0,2,7,0,0,4,5,1,2,6,3,3,12,0,0,32,6,0,1,1,3,0,0,0,2,1,0,2,5,8,16,1,2
20160823,Tue,CLE,124,OAK,126,1,9,51,163,29,4,1,0,1,1,0,0,2,10,0,1,3,4,9,9,1,1,36,13,5,0,1,9,1,0,3,7,0,0,7,3,1,10,0,1
20160823,Tue,NYY,125,SEA,125,5,1,54,165,37,9,4,0,1,5,1,0,3,10,1,0,9,3,1,10,0,1,30,4,0,1,0,1,0,0,1,9,0,0,3,4,3,4,2,0
20160823,Tue,BOS,125,TBD,124,2,1,54,189,30,5,1,0,0,1,0,0,4,12,0,1,5,4,1,9,0,1,30,6,2,0,0,1,0,2,2,13,0,1,6,5,1,8,1,2
20160823,Tue,ANA,125,TOR,125,2,7,51,158,33,8,0,0,1,2,0,0,2,3,2,1,6,3,7,13,0,1,29,10,4,0,1,6,2,0,7,2,0,1,7,3,2,14,0,1
20160823,Tue,ATL,126,ARI,126,7,4,54,203,37,12,3,0,0,6,2,1,5,11,1,0,11,6,4,8,0,0,32,5,2,1,0,4,0,2,4,10,0,0,7,5,5,10,2,0
20160823,Tue,TEX,126,CIN,125,0,3,51,159,32,5,0,0,0,0,0,0,4,8,0,0,9,3,3,9,0,0,26,6,2,0,0,3,1,0,3,7,2,0,4,3,0,7,0,0
20160823,Tue,SFG,125,LAD,125,5,9,51,216,34,9,1,0,1,5,0,0,4,7,1,1,6,5,9,9,0,0,37,14,2,0,2,9,1,0,3,12,1,0,8,5,5,10,0,1
20160823,Tue,KCR,125,FLA,125,1,0,54,170,32,6,0,0,0,1,0,0,3,8,1,0,7,4,0,13,0,0,33,7,1,0,0,0,0,0,2,10,0,0,8,4,1,8,0,0
20160823,Tue,COL,126,MIL,125,4,6,51,209,38,11,2,0,1,4,0,0,5,9,0,0,12,5,6,3,0,0,31,8,5,1,0,5,1,0,5,12,0,0,7,5,4,9,0,0
20160823,Tue,HOU,126,PIT,123,1,7,51,152,31,6,2,0,0,1,0,0,1,6,0,1,5,4,7,10,1,0,34,11,3,0,2,6,0,0,3,9,0,0,6,1,1,16,0,1
20160823,Tue,CHC,125,SDP,126,5,3,54,175,37,10,4,1,2,5,1,0,4,4,0,0,10,3,3,15,0,3,26,4,1,0,0,2,1,0,6,8,1,3,3,5,5,10,1,0
20160823,Tue,NYM,125,STL,124,7,4,54,192,37,12,2,0,2,7,0,0,3,12,2,1,7,7,4,7,0,1,35,9,1,0,1,4,0,2,5,8,0,1,11,4,7,10,0,1
20160824,Wed,PHI,127,CHW,125,5,3,54,164,37,10,3,0,2,5,0,1,1,10,0,0,7,4,3,6,0,1,33,7,0,0,1,3,0,0,2,5,1,1,5,5,5,9,0,0
20160824,Wed,DET,126,MIN,126,9,4,54,184,40,14,2,0,2,9,0,0,2,7,0,1,6,4,4,8,1,1,35,8,0,0,2,4,0,0,3,10,0,1,7,5,8,12,1,1
20160824,Wed,CLE,125,OAK,127,1,5,51,157,34,9,2,0,1,1,0,1,2,4,0,2,9,3,3,13,1,2,32,10,0,1,0,3,1,0,4,4,0,2,8,4,1,9,0,2
20160824,Wed,NYY,126,SEA,126,5,0,54,198,33,9,2,0,1,5,2,1,5,8,0,1,10,3,0,10,0,1,33,8,1,0,0,0,0,0,2,9,1,1,8,5,5,9,0,1
20160824,Wed,BOS,126,TBD,125,3,4,65,221,40,9,2,0,1,3,0,0,2,14,3,0,6,5,3,5,1,0,45,12,4,0,1,3,0,0,2,11,0,0,11,6,3,9,0,1
20160824,Wed,ANA,126,TOR,126,8,2,54,201,40,17,4,0,2,8,1,0,6,10,1,2,12,4,2,12,0,0,36,9,2,0,0,2,0,0,2,4,0,0,9,4,8,13,0,3
20160824,Wed,ATL,127,ARI,127,9,10,65,286,44,14,4,0,1,9,1,0,10,12,0,1,14,6,10,11,0,1,47,18,3,2,3,10,2,2,2,5,2,1,11,8,9,12,0,1
20160824,Wed,TEX,127,CIN,126,6,5,54,164,33,7,1,0,3,6,0,1,0,1,1,2,1,4,3,7,1,0,30,4,1,0,0,4,1,1,6,6,0,0,6,4,5,10,1,2
20160824,Wed,SFG,126,LAD,126,0,1,51,167,33,6,0,0,0,0,0,0,2,7,0,0,8,3,1,12,0,1,28,5,1,0,1,1,0,0,1,8,0,0,4,5,0,7,0,0
20160824,Wed,KCR,126,FLA,126,0,3,51,155,34,8,1,0,0,0,0,0,3,10,0,1,11,3,3,10,0,0,30,7,0,0,0,3,1,0,1,5,0,0,5,3,0,6,1,1
20160824,Wed,COL,127,MIL,126,1,7,51,181,34,6,1,0,1,1,0,0,4,10,1,0,10,5,7,8,0,1,33,10,3,0,2,7,0,0,4,12,2,1,7,3,1,4,1,0
20160824,Wed,HOU,127,PIT,124,5,4,54,176,32,7,2,1,1,5,2,0,3,8,0,0,5,5,4,9,0,0,37,11,1,1,1,4,0,0,2,9,0,0,9,5,5,6,1,0
20160824,Wed,CHC,126,SDP,127,6,3,54,175,36,10,3,1,1,5,1,0,0,10,0,0,4,4,3,4,1,0,33,6,2,2,0,3,1,0,3,14,0,0,7,4,5,7,1,1
20160824,Wed,NYM,126,STL,125,1,8,51,175,30,4,2,0,0,1,0,0,3,5,0,2,5,3,8,9,0,2,39,19,2,1,3,8,0,0,3,7,0,1,10,2,1,14,1,2
20160824,Wed,BAL,126,WSN,126,10,8,54,208,39,12,3,0,2,10,1,3,5,8,0,0,11,5,8,10,0,2,40,15,3,0,2,8,0,1,2,11,0,2,8,4,9,7,2,0
20160825,Thu,SEA,127,CHW,126,6,7,52,186,34,8,1,0,1,6,1,0,3,5,1,0,5,5,4,7,1,1,34,11,1,0,0,7,1,0,4,7,0,0,8,5,6,12,1,0
20160825,Thu,DET,127,MIN,127,8,5,54,169,37,11,5,0,1,8,0,2,6,5,1,2,10,4,5,12,0,0,36,9,4,1,0,5,0,0,1,7,0,0,5,5,7,10,1,2
20160825,Thu,BOS,127,TBD,126,1,2,51,152,29,7,1,0,0,1,1,0,3,7,0,2,5,3,2,4,0,1,29,7,3,0,0,2,0,0,2,13,0,1,6,4,1,11,0,2
20160825,Thu,CLE,126,TEX,128,0,9,51,154,29,2,0,0,0,0,0,0,1,8,0,0,3,4,8,9,2,1,33,8,0,0,3,9,0,0,4,9,1,1,4,2,0,10,0,0
20160825,Thu,ANA,127,TOR,127,6,3,54,186,34,11,1,0,0,5,0,0,3,7,0,2,4,4,2,10,1,0,34,7,4,0,1,3,1,0,3,7,1,0,8,5,6,8,0,3
20160825,Thu,ATL,128,ARI,128,3,1,54,175,34,8,3,0,0,3,0,0,5,9,1,1,9,2,1,12,1,1,29,2,0,0,0,1,0,0,3,5,0,1,4,4,2,9,1,1
20160825,Thu,SFG,127,LAD,127,4,0,54,182,36,8,2,0,1,4,0,0,2,6,0,0,7,2,0,12,0,0,28,1,0,0,0,0,0,0,3,7,0,0,4,4,3,9,1,0
20160825,Thu,KCR,127,FLA,127,5,2,54,193,34,8,4,0,1,4,1,0,3,9,2,0,6,5,0,10,3,0,36,8,0,0,0,0,0,1,2,7,0,0,11,4,4,13,3,0
20160825,Thu,PIT,125,MIL,127,3,2,60,200,35,7,0,0,1,3,0,0,4,6,2,1,7,5,2,9,0,1,34,5,3,0,1,2,0,0,4,12,3,1,6,5,3,14,1,2
20160825,Thu,NYM,127,STL,126,10,6,54,208,40,15,5,0,1,9,1,0,4,7,0,3,8,6,5,11,1,1,38,11,1,0,4,6,0,0,3,8,0,1,8,5,5,11,2,3
20160825,Thu,BAL,127,WSN,127,0,4,51,163,30,3,2,0,0,0,0,0,0,10,1,0,3,3,4,5,0,0,34,10,3,0,1,4,0,0,0,6,2,0,6,2,0,7,0,0
20160826,Fri,KCR,128,BOS,128,6,3,54,194,34,9,1,0,3,6,0,0,4,4,3,2,5,5,3,9,1,1,40,15,2,0,0,3,0,0,2,11,0,1,12,3,6,10,0,2
20160826,Fri,SEA,128,CHW,127,3,1,54,142,31,5,1,0,1,2,0,1,0,14,0,1,2,2,1,16,0,2,31,8,0,0,1,1,0,0,2,8,0,1,5,1,3,9,0,1
20160826,Fri,ANA,128,DET,128,2,4,51,170,30,4,1,0,1,2,0,0,3,9,0,1,4,3,4,8,0,1,31,9,4,0,2,4,0,0,3,3,0,1,6,2,2,10,0,1
20160826,Fri,TBD,127,HOU,128,4,5,51,159,32,8,4,0,1,2,0,0,1,8,0,0,4,4,4,4,1,1,29,6,0,0,3,5,0,0,3,10,1,1,3,4,4,10,0,0
20160826,Fri,BAL,128,NYY,127,4,14,51,171,34,7,1,0,2,4,0,0,1,7,0,0,4,3,13,9,3,1,42,18,3,0,3,14,0,0,2,4,0,1,6,4,4,13,1,0
20160826,Fri,CLE,127,TEX,129,12,1,54,197,41,17,4,0,0,11,1,3,1,4,0,2,7,4,1,7,0,1,32,6,0,0,1,1,0,0,3,13,0,1,7,4,12,11,0,2
20160826,Fri,MIN,128,TOR,128,8,15,51,191,32,9,3,0,1,8,4,1,5,9,0,1,7,6,12,11,2,0,40,15,3,0,4,15,0,0,5,6,1,0,6,4,7,12,1,1
20160826,Fri,CIN,127,ARI,129,3,4,65,227,40,12,3,0,0,3,1,0,6,4,0,1,13,5,4,8,0,0,39,7,1,1,1,3,0,1,5,13,2,0,9,5,3,14,0,2
20160826,Fri,CHC,127,LAD,128,6,4,60,218,39,9,1,0,2,5,0,0,4,12,0,0,7,5,4,15,1,1,38,9,3,0,1,3,0,1,5,12,0,1,10,5,6,7,0,0
20160826,Fri,SDP,128,FLA,128,6,7,53,232,33,6,2,0,2,5,0,1,6,13,0,0,7,5,6,11,2,1,39,13,3,0,0,7,0,0,6,7,0,1,12,6,5,10,1,0
20160826,Fri,PIT,126,MIL,128,5,3,54,206,36,7,2,0,1,5,0,0,4,11,0,0,8,6,3,7,1,1,33,7,1,0,1,3,0,1,7,11,3,1,11,5,0,8,2,0
20160826,Fri,PHI,128,NYM,128,4,9,51,176,34,7,3,0,0,4,0,0,3,8,0,0,6,3,9,6,0,2,33,11,3,0,4,9,0,0,3,12,0,1,3,4,4,7,0,0
20160826,Fri,ATL,129,SFG,128,0,7,51,171,33,7,2,0,0,0,0,0,3,7,1,0,9,3,4,5,3,0,34,10,3,0,1,7,0,0,1,5,0,0,5,3,0,16,0,0
20160826,Fri,OAK,128,STL,127,1,3,51,146,30,5,1,0,1,1,0,0,3,8,0,1,6,4,3,7,0,1,28,6,0,0,1,3,1,0,3,8,1,0,5,4,1,12,0,1
20160826,Fri,COL,128,WSN,128,5,8,51,184,31,6,2,0,1,5,1,1,2,10,0,1,3,3,7,7,3,1,32,10,3,1,2,7,1,0,5,5,1,1,6,5,5,8,0,1
20160827,Sat,KCR,129,BOS,129,3,8,51,183,33,6,3,0,2,3,0,1,3,9,0,0,7,2,8,13,1,1,34,12,3,0,3,8,0,0,3,3,0,1,5,4,3,9,0,0
20160827,Sat,SEA,129,CHW,128,3,9,51,171,30,7,2,0,0,3,2,0,3,8,0,1,5,3,9,10,0,1,37,15,2,2,4,9,1,0,3,5,0,1,8,4,2,11,0,1
20160827,Sat,ANA,129,DET,129,3,2,54,197,34,8,2,0,1,3,0,3,2,8,0,0,9,4,1,10,0,1,33,8,0,0,1,2,0,0,3,10,0,1,7,4,3,3,0,1
20160827,Sat,TBD,128,HOU,129,2,6,51,178,34,9,1,1,1,2,0,0,1,7,0,1,6,5,5,8,1,3,33,12,4,0,1,6,0,0,6,12,1,2,9,3,2,11,2,2
20160827,Sat,BAL,129,NYY,128,5,13,51,209,38,12,2,0,3,5,0,1,2,8,0,0,9,5,13,5,0,0,42,18,3,0,3,12,0,2,7,11,2,0,14,5,5,7,0,0
20160827,Sat,CLE,128,TEX,130,0,7,51,177,34,7,0,2,0,0,0,1,1,10,0,0,9,5,3,6,1,0,36,10,2,0,1,7,0,0,1,12,0,0,6,4,0,4,1,1
20160827,Sat,MIN,129,TOR,129,7,8,51,186,37,11,3,0,1,6,0,0,2,10,1,1,5,3,8,10,1,2,32,10,3,1,1,7,0,0,5,4,0,2,5,4,7,10,0,1
20160827,Sat,CIN,128,ARI,130,13,0,54,152,44,16,2,0,5,12,0,1,2,6,0,0,7,1,0,11,0,2,29,4,0,0,0,0,0,0,1,9,0,2,3,3,12,7,1,0
20160827,Sat,CHC,128,LAD,129,2,3,51,188,31,8,0,0,0,2,0,0,4,10,0,2,7,4,3,7,0,0,30,6,1,0,1,3,0,0,0,6,0,0,3,5,1,11,1,2
20160827,Sat,SDP,129,FLA,129,1,0,54,191,33,7,0,0,1,1,0,0,3,12,1,1,8,4,0,13,0,2,34,9,1,0,0,0,0,0,1,6,0,2,8,5,1,8,1,1
20160827,Sat,PIT,127,MIL,129,9,6,54,201,38,12,3,0,0,9,0,0,5,5,2,0,7,4,6,9,0,1,36,11,2,0,3,6,0,0,3,12,0,1,6,4,8,13,1,0
20160827,Sat,PHI,129,NYM,129,1,12,51,187,29,3,0,0,1,1,0,0,2,10,1,0,3,4,12,3,0,0,37,13,2,0,4,12,0,0,6,8,1,0,7,3,1,9,0,1
20160827,Sat,ATL,130,SFG,129,3,1,54,154,31,7,3,0,1,3,0,0,4,7,0,1,5,3,1,17,0,0,32,5,3,0,1,1,0,0,1,6,0,0,5,6,3,10,0,1
20160827,Sat,OAK,129,STL,128,3,2,54,172,31,4,1,0,0,3,1,1,5,8,0,0,8,4,1,13,1,1,33,6,1,0,1,1,0,0,0,9,0,1,4,5,3,6,0,0
20160827,Sat,COL,129,WSN,129,9,4,66,289,47,16,2,0,3,8,0,2,5,10,0,2,12,7,4,8,0,0,44,12,2,0,0,4,0,0,3,16,3,0,10,7,8,8,2,2
20160828,Sun,KCR,130,BOS,130,10,4,54,205,36,10,1,1,1,10,1,1,4,2,0,1,6,4,3,13,1,4,33,9,0,0,1,4,0,0,4,5,0,4,6,4,10,14,1,1
20160828,Sun,SEA,130,CHW,129,1,4,51,150,33,7,0,1,1,1,0,0,1,9,0,1,6,2,4,6,0,0,28,5,2,1,0,4,1,3,1,4,1,0,5,5,1,12,0,1
20160828,Sun,ANA,130,DET,130,5,0,54,189,33,11,1,1,1,5,2,2,0,8,0,2,5,4,0,10,0,1,30,4,2,0,0,0,0,1,3,8,0,1,7,4,5,11,0,2
20160828,Sun,TBD,129,HOU,130,10,4,54,194,42,15,3,0,3,9,0,0,2,4,1,0,7,3,4,8,1,0,35,7,0,0,1,4,0,1,3,13,0,0,8,5,8,10,2,0
20160828,Sun,BAL,130,NYY,129,5,0,54,187,36,10,1,0,2,5,0,0,3,9,0,1,7,3,0,12,0,0,34,8,2,0,0,0,0,0,0,10,1,0,7,4,5,10,0,1
20160828,Sun,CLE,129,TEX,131,1,2,51,163,31,6,0,0,0,1,0,1,3,8,2,1,7,3,2,9,1,1,28,5,0,0,0,2,0,1,3,10,1,1,6,4,1,12,0,1
20160828,Sun,MIN,130,TOR,130,6,9,51,180,37,10,1,0,0,6,0,0,4,9,0,1,8,4,9,11,1,2,34,13,4,0,4,9,1,0,4,2,0,2,6,5,4,12,1,1
20160828,Sun,CIN,129,ARI,131,2,11,51,177,30,5,0,0,2,2,0,0,0,7,0,1,1,5,10,10,1,0,41,18,2,0,1,10,1,0,1,7,4,0,8,3,2,15,0,1
20160828,Sun,CHC,129,LAD,130,0,1,51,188,30,4,1,0,0,0,0,0,4,10,0,0,8,4,0,6,2,2,28,4,0,0,0,1,0,1,3,12,0,2,7,5,0,4,0,0
