date,dayofweek,visiting_team,v_game_number,home_team,h_game_number,v_score,h_score,LOG_inouts,LOG_minutes,v_AB,v_H,v_2B,v_3B,v_HR,v_RBI,v_SF,v_HBP,v_BB,v_K,v_SB,v_GIDP,v_LOB,v_pitchers_used,v_ER,v_def_assists,v_errors_def,v_doubleplays_def,h_AB,h_H,h_2B,h_3B,h_HR,h_RBI,h_SF,h_HBP,h_BB,h_K,h_SB,h_GIDP,h_LOB,h_pitchers_used,h_ER,h_def_assists,h_errors_def,h_doubleplays_def
20190713,Sat,ATL,93,SDP,92,7,5,60,245,40,11,1,0,2,7,1,0,5,10,1,0,9,5,4,8,1,1,32,5,0,0,3,4,1,2,8,11,2,0,9,6,7,13,0,0
20190713,Sat,ARI,93,STL,90,2,4,51,184,31,4,1,0,1,2,0,1,5,10,0,0,8,4,1,14,3,0,31,7,1,0,1,4,0,0,4,7,0,0,9,4,2,11,0,0
20190713,Sat,SEA,96,ANA,93,2,9,51,187,30,6,1,1,0,2,1,0,4,9,3,2,6,5,9,9,0,1,34,12,1,1,3,9,0,0,3,8,2,1,4,5,2,10,0,3
20190713,Sat,TBD,93,BAL,91,1,2,51,182,28,3,0,0,1,1,0,1,4,6,1,2,5,4,2,8,0,0,31,7,0,0,1,2,0,0,0,13,1,0,5,5,1,8,0,2
20190713,Sat,TBD,94,BAL,92,12,4,54,182,41,15,5,0,6,12,1,1,1,7,0,0,5,4,4,9,1,0,37,10,2,0,1,4,0,0,2,10,0,0,8,3,12,9,0,0
20190713,Sat,LAD,94,BOS,92,11,2,54,220,39,14,3,1,4,10,1,2,4,12,0,1,8,4,2,9,1,0,32,6,0,0,1,2,0,0,1,10,2,0,4,7,11,8,1,1
20190713,Sat,MIN,91,CLE,90,6,2,54,204,37,11,1,0,3,6,1,0,3,15,0,0,9,5,2,8,0,2,30,5,0,0,2,2,0,1,2,6,0,2,4,4,5,3,1,0
20190713,Sat,DET,88,KCR,93,1,4,51,143,31,4,0,1,0,1,0,0,0,8,0,0,3,2,4,9,0,3,28,8,1,0,0,4,0,0,4,10,0,3,5,2,1,13,0,0
20190713,Sat,TOR,93,NYY,90,2,1,54,212,35,8,1,0,0,2,0,0,2,9,2,0,8,6,1,6,0,0,34,8,0,0,0,1,0,2,3,8,0,0,11,5,2,9,0,0
20190713,Sat,CHW,88,OAK,94,2,13,51,205,34,7,0,0,0,2,0,0,3,7,0,0,8,7,12,15,1,2,34,13,4,1,1,13,1,1,8,5,0,2,7,4,2,9,0,0
20190713,Sat,HOU,93,TEX,93,7,6,66,249,43,13,3,1,1,7,1,0,6,12,0,0,10,5,4,11,3,0,40,6,2,0,3,5,1,1,3,12,1,0,6,6,7,11,1,0
20190714,Sun,PIT,92,CHC,93,3,8,51,172,32,9,2,0,0,3,1,0,2,4,0,2,6,4,8,7,0,2,33,13,2,0,3,8,2,0,5,6,0,2,8,4,3,14,0,2
20190714,Sun,CIN,90,COL,92,9,10,51,185,33,9,2,1,1,8,1,1,2,8,1,0,2,4,6,8,3,0,39,14,3,1,0,9,0,0,0,8,0,0,5,4,9,13,1,0
20190714,Sun,NYM,93,FLA,91,6,2,54,196,38,12,2,0,2,6,1,2,2,7,0,1,10,5,2,11,0,1,36,11,1,0,1,2,0,0,5,9,0,1,12,4,6,6,1,1
20190714,Sun,SFG,92,MIL,94,8,3,54,206,36,11,3,0,1,8,1,0,6,11,0,0,8,3,3,7,0,0,35,8,1,0,1,3,0,1,1,10,2,0,7,5,7,8,1,0
20190714,Sun,WSN,92,PHI,93,3,4,52,174,30,7,1,0,0,3,0,1,4,9,0,2,6,4,4,2,1,0,32,7,2,0,2,4,0,0,2,7,0,0,5,6,3,15,0,2
20190714,Sun,ATL,94,SDP,93,4,1,54,195,35,7,0,0,1,4,0,1,2,8,2,1,7,5,1,9,0,1,36,10,0,0,0,1,0,0,2,10,0,1,10,4,4,12,2,1
20190714,Sun,ARI,94,STL,91,2,5,51,172,34,8,1,0,0,2,0,1,4,10,0,1,10,3,5,11,1,0,30,9,2,0,1,5,1,0,1,7,0,0,4,4,2,10,0,1
20190714,Sun,SEA,97,ANA,94,3,6,51,208,35,10,1,1,2,3,0,1,1,15,1,0,7,5,6,9,0,0,29,6,0,0,2,6,1,0,7,6,1,0,7,5,3,8,0,0
20190714,Sun,TBD,95,BAL,93,4,1,54,165,30,5,0,0,2,4,1,0,4,11,0,1,4,4,1,10,0,0,30,3,0,0,0,1,0,0,0,9,0,0,2,4,4,6,0,1
20190714,Sun,LAD,95,BOS,93,7,4,72,340,45,9,2,0,1,7,0,2,7,15,0,0,12,7,2,12,3,0,46,11,2,0,2,3,0,0,6,15,1,0,13,8,2,11,2,0
20190714,Sun,MIN,92,CLE,91,3,4,51,180,35,7,2,0,0,3,0,2,1,15,0,1,8,4,4,3,1,0,31,7,3,0,1,4,0,0,3,9,1,0,6,4,3,7,1,1
20190714,Sun,DET,89,KCR,94,12,8,54,185,45,19,7,0,1,12,0,2,1,11,2,1,9,4,8,13,0,1,36,10,2,1,1,7,0,1,1,4,1,1,3,6,12,11,0,1
20190714,Sun,TOR,94,NYY,91,2,4,51,170,35,6,0,0,2,2,0,0,1,10,0,0,7,3,4,8,0,1,32,10,1,0,1,3,0,0,2,10,0,1,6,5,2,9,3,0
20190714,Sun,CHW,89,OAK,95,2,3,51,167,31,7,2,0,1,2,0,0,1,6,0,2,4,4,1,5,2,1,32,7,0,0,1,2,0,0,2,9,1,0,7,4,2,14,1,2
20190714,Sun,HOU,94,TEX,94,12,4,54,220,38,12,2,0,2,12,2,2,7,10,0,1,10,5,4,5,0,0,31,5,0,0,0,4,0,0,5,10,1,0,5,5,9,6,2,1
20190715,Mon,CIN,91,CHC,94,6,3,54,197,38,10,2,0,3,5,0,1,2,7,0,1,8,3,3,6,0,2,34,9,3,0,1,2,0,1,4,14,0,1,9,5,5,9,2,1
20190715,Mon,SFG,93,COL,93,19,2,54,195,46,21,6,0,4,19,0,1,3,5,0,1,6,4,2,4,0,0,33,6,0,0,2,2,0,0,3,13,1,0,7,4,18,15,1,1
20190715,Mon,SFG,94,COL,94,2,1,54,162,32,6,1,0,2,2,0,0,3,9,0,1,6,5,1,15,2,2,30,5,2,0,0,1,0,0,2,10,0,2,4,4,2,10,0,1
20190715,Mon,ATL,95,MIL,95,4,2,54,182,35,9,1,0,1,4,0,0,3,7,0,0,7,5,2,7,0,0,34,7,1,1,1,2,0,0,2,8,2,0,7,3,4,12,1,1
20190715,Mon,LAD,96,PHI,94,16,2,54,205,44,19,5,0,4,15,1,1,5,7,2,0,10,3,2,11,2,0,34,7,2,1,1,2,1,1,2,10,0,0,10,5,16,7,1,0
20190715,Mon,PIT,93,STL,92,0,7,51,180,32,8,2,0,0,0,0,0,0,3,0,2,5,4,6,6,1,1,30,8,1,0,2,6,1,2,4,10,0,0,6,1,0,19,1,3
20190715,Mon,HOU,95,ANA,95,6,9,51,205,34,9,0,0,2,5,0,1,9,6,0,2,11,4,5,9,2,0,34,10,5,0,1,8,1,0,4,7,0,0,6,6,6,11,0,2
20190715,Mon,TOR,95,BOS,94,8,10,51,208,40,13,3,0,1,8,1,1,0,2,0,0,7,5,10,7,0,0,36,13,5,0,1,10,0,0,8,8,0,0,10,5,8,10,2,0
20190715,Mon,DET,90,CLE,92,6,8,51,175,35,11,2,0,4,6,1,0,4,6,0,1,7,5,8,6,0,0,37,14,2,0,3,8,0,0,2,10,1,0,7,6,6,8,0,1
20190715,Mon,CHW,90,KCR,95,2,5,51,184,34,8,2,0,1,1,0,0,5,13,0,1,10,3,5,11,1,1,33,10,4,0,0,5,0,0,3,6,0,1,8,4,2,11,2,1
20190715,Mon,TBD,96,NYY,92,5,4,54,222,35,11,0,0,3,5,0,0,3,9,2,1,6,5,4,9,0,1,34,8,0,0,3,4,0,0,5,10,0,1,8,3,5,7,0,1
20190716,Tue,CIN,92,CHC,95,3,4,58,211,36,8,2,0,1,3,0,4,2,9,1,1,9,5,4,11,0,1,36,9,1,0,3,4,0,0,1,8,0,0,5,5,3,13,0,1
20190716,Tue,SFG,95,COL,95,8,4,60,213,41,14,2,0,1,7,0,0,3,6,0,3,6,6,4,7,0,1,36,7,0,0,2,4,0,1,2,8,1,1,5,7,7,13,1,3
20190716,Tue,SDP,94,FLA,92,7,12,51,194,37,11,2,0,2,6,0,1,3,8,0,1,7,4,12,13,0,0,36,14,2,1,2,12,0,0,5,5,1,0,6,4,6,12,1,1
20190716,Tue,ATL,96,MIL,96,1,13,51,209,32,5,0,0,1,1,0,0,2,9,2,0,6,4,13,4,0,0,36,13,3,0,3,12,0,1,9,6,1,0,10,3,1,7,0,0
20190716,Tue,LAD,97,PHI,95,8,9,52,190,34,7,0,0,5,8,0,1,2,12,0,1,2,4,5,8,2,0,35,8,2,0,3,9,0,0,4,9,0,0,5,6,7,8,1,1
20190716,Tue,PIT,94,STL,93,3,1,54,184,30,5,1,0,0,3,0,1,4,9,0,0,5,4,1,12,1,1,30,5,3,0,0,1,0,0,3,3,1,0,5,3,3,11,0,1
20190716,Tue,HOU,96,ANA,96,2,7,51,213,39,14,1,0,0,2,0,1,3,9,1,2,14,5,6,13,0,2,32,9,4,1,0,7,0,1,4,6,2,2,6,4,2,7,0,2
20190716,Tue,WSN,93,BAL,94,8,1,54,190,39,12,3,0,2,7,0,2,2,12,3,0,8,3,1,12,0,0,30,4,1,0,1,1,0,2,3,6,0,0,7,5,7,4,1,0
20190716,Tue,TOR,96,BOS,95,10,4,54,225,38,14,3,2,2,9,0,1,3,5,1,2,5,5,4,10,0,2,34,9,3,0,1,4,0,0,7,6,0,2,10,6,9,14,1,4
20190716,Tue,DET,91,CLE,93,0,8,51,143,27,1,0,0,0,0,0,0,1,8,0,0,1,5,8,10,1,1,33,9,5,0,2,7,0,0,2,3,1,1,3,4,0,10,0,0
20190716,Tue,CHW,91,KCR,96,0,11,51,164,31,5,0,0,0,0,0,0,1,8,0,1,5,3,9,13,3,0,37,14,2,1,2,9,1,1,2,9,1,0,6,1,0,11,0,1
20190716,Tue,NYM,94,MIN,93,3,2,54,193,32,7,1,0,0,2,1,0,2,5,0,1,5,7,2,10,0,1,33,8,2,0,1,2,0,1,5,5,0,0,10,4,1,14,1,2
20190716,Tue,TBD,97,NYY,93,3,8,51,170,34,8,3,0,2,3,0,0,2,12,0,1,6,4,8,6,0,2,30,8,1,0,4,8,0,0,4,10,0,1,2,4,3,8,0,1
20190716,Tue,SEA,98,OAK,96,2,9,51,163,33,6,3,0,2,2,0,0,0,3,0,0,4,3,9,9,1,1,35,12,4,0,2,8,0,1,1,8,1,1,4,3,2,11,0,0
20190716,Tue,ARI,95,TEX,95,9,2,54,203,37,10,2,1,1,7,1,0,2,10,2,0,4,6,2,11,0,1,29,5,1,0,1,2,1,0,4,5,0,0,5,4,9,7,2,0
20190717,Wed,CIN,93,CHC,96,2,5,51,187,32,7,2,0,0,2,0,3,0,9,0,1,6,4,5,10,0,0,30,6,1,0,2,5,0,0,2,10,1,0,3,4,2,13,0,1
20190717,Wed,SFG,96,COL,96,11,8,54,208,44,18,6,0,2,10,0,0,3,8,0,1,10,5,8,12,0,1,37,11,4,1,2,8,0,0,3,5,0,1,5,5,9,14,1,1
20190717,Wed,SDP,95,FLA,93,3,2,54,166,32,9,2,0,1,3,0,0,5,9,0,2,8,3,1,5,3,1,32,3,0,0,1,2,0,0,1,12,1,1,4,5,3,11,0,2
20190717,Wed,ATL,97,MIL,97,4,5,51,187,34,6,2,0,1,4,0,0,7,8,1,0,10,3,4,8,1,1,30,7,2,1,2,5,0,0,2,7,0,1,3,4,2,3,1,0
20190717,Wed,LAD,98,PHI,96,7,2,54,238,33,7,0,0,2,7,1,2,10,13,1,0,12,6,0,12,2,0,30,2,0,0,0,2,0,0,6,10,0,0,7,6,7,6,0,0
20190717,Wed,PIT,95,STL,94,5,6,51,191,37,11,0,0,1,5,0,0,2,9,0,1,7,4,6,1,1,0,31,7,1,0,2,6,1,0,3,10,0,0,5,6,5,10,0,1
20190717,Wed,HOU,97,ANA,97,11,2,54,177,39,12,5,0,2,10,0,1,2,6,2,0,4,3,2,7,0,0,35,9,1,0,1,2,0,0,2,14,0,0,8,3,11,10,0,0
20190717,Wed,WSN,94,BAL,95,2,9,51,171,31,5,2,0,0,2,1,1,3,3,3,1,7,5,9,14,0,2,33,15,1,0,2,9,2,0,2,3,0,2,4,4,2,13,1,1
20190717,Wed,TOR,97,BOS,96,4,5,51,215,32,5,0,0,3,4,0,1,7,10,0,0,9,3,5,7,0,1,36,14,3,0,1,5,0,1,3,6,0,1,11,4,4,6,1,0
20190717,Wed,DET,92,CLE,94,2,7,51,179,34,7,2,0,1,2,0,0,2,17,0,0,7,4,7,13,2,2,34,12,3,0,1,7,0,0,2,3,1,1,5,4,2,4,1,0
20190717,Wed,CHW,92,KCR,97,5,7,51,191,34,10,1,0,2,5,0,0,1,11,0,1,3,4,7,18,0,3,31,12,1,0,0,7,0,0,7,4,1,2,7,5,5,7,0,2
20190717,Wed,NYM,95,MIN,94,14,4,54,196,45,17,6,1,3,11,0,1,2,8,0,1,7,3,4,9,0,1,34,8,2,0,2,4,0,0,2,7,0,1,5,4,7,14,2,1
20190717,Wed,SEA,99,OAK,97,2,10,51,169,34,8,1,2,0,2,0,0,2,9,1,1,7,4,10,10,0,1,33,10,2,0,6,10,0,0,4,4,0,1,3,4,2,8,0,1
20190717,Wed,ARI,96,TEX,96,19,4,54,194,47,21,5,0,5,19,1,3,8,9,0,0,13,3,4,6,1,0,34,7,1,0,3,4,0,0,1,14,0,0,4,6,18,6,1,0
20190718,Thu,MIL,98,ARI,97,5,1,54,179,32,8,1,1,1,4,2,0,1,8,3,1,3,3,1,11,0,3,31,7,0,0,0,1,0,0,3,1,2,3,6,3,5,15,1,1
20190718,Thu,WSN,95,ATL,98,13,4,54,224,41,16,6,1,1,13,1,0,7,8,1,1,9,4,4,6,0,1,36,10,2,1,1,4,0,0,2,14,1,0,7,6,13,8,0,1
20190718,Thu,STL,95,CIN,94,7,4,54,197,33,10,0,0,2,7,0,1,4,9,0,1,4,5,4,7,0,2,34,10,3,0,1,4,1,1,4,8,1,1,9,5,7,11,0,3
20190718,Thu,SDP,96,FLA,94,3,4,52,210,33,7,2,1,1,3,1,0,4,15,0,0,8,5,2,9,2,1,37,11,3,0,1,3,0,0,3,11,1,1,11,5,3,4,0,0
20190718,Thu,LAD,99,PHI,97,6,7,51,207,36,10,2,0,4,6,0,0,3,9,0,1,6,6,6,8,2,1,32,10,2,0,1,7,2,2,1,9,1,1,6,5,6,7,1,1
20190718,Thu,NYM,96,SFG,97,2,3,93,287,56,11,3,0,1,1,0,0,4,16,0,2,10,8,3,14,0,2,56,14,3,2,0,3,1,1,4,18,1,2,14,7,2,19,0,2
20190718,Thu,HOU,98,ANA,98,6,2,54,155,33,8,2,0,2,6,0,0,5,5,0,2,5,5,1,11,1,1,33,7,3,1,0,2,1,0,2,9,0,1,7,2,6,16,0,2
20190718,Thu,TOR,98,BOS,97,0,5,51,170,28,2,0,0,0,0,0,1,2,15,0,1,4,4,5,4,0,0,31,7,1,0,2,5,0,0,5,9,0,0,7,3,0,9,0,1
20190718,Thu,DET,93,CLE,95,3,6,51,186,34,8,0,0,2,3,0,0,2,14,1,1,6,4,5,9,2,1,30,8,1,0,2,6,1,0,2,9,0,1,3,4,3,4,0,1
20190718,Thu,CHW,93,KCR,98,5,6,51,183,36,11,0,0,1,4,0,0,3,9,0,3,8,5,6,15,1,2,34,13,3,0,2,6,0,1,3,5,2,2,10,3,3,13,2,3
20190718,Thu,OAK,98,MIN,95,3,6,51,198,37,8,1,0,1,3,0,0,0,8,0,0,7,4,6,13,0,3,28,9,1,0,3,5,0,0,5,5,0,2,4,2,3,10,2,0
20190718,Thu,TBD,98,NYY,94,2,6,51,176,30,5,1,0,2,2,0,0,3,10,0,2,4,4,5,6,1,0,35,10,3,0,2,6,0,0,2,9,0,0,7,4,2,9,0,2
20190718,Thu,TBD,99,NYY,95,1,5,51,166,32,5,2,0,0,1,0,1,5,9,1,0,10,3,5,12,1,2,28,6,2,0,1,4,0,0,6,4,0,1,5,4,1,3,0,0
20190719,Fri,MIL,99,ARI,98,7,10,51,224,36,12,4,0,2,7,0,0,3,6,0,1,5,5,9,11,1,2,32,10,4,1,2,9,1,0,8,7,0,2,7,6,7,11,1,1
20190719,Fri,WSN,96,ATL,99,3,4,51,210,34,7,1,0,1,3,0,0,1,10,0,0,5,5,4,7,0,1,34,12,4,0,0,4,0,0,6,8,1,0,12,5,3,7,0,0
20190719,Fri,SDP,97,CHC,97,5,6,51,192,39,13,2,0,2,5,1,0,3,11,0,0,11,3,5,6,2,1,31,7,1,0,2,5,0,0,4,11,0,1,5,4,5,5,2,0
20190719,Fri,STL,96,CIN,95,12,11,54,229,36,11,2,0,2,11,2,0,3,8,1,2,2,7,11,6,0,1,43,18,3,0,2,11,0,0,4,10,0,1,9,5,8,10,1,2
20190719,Fri,FLA,95,LAD,100,1,2,51,180,30,4,2,0,0,1,0,1,3,12,0,1,7,4,1,7,1,0,31,6,1,0,0,1,0,0,4,6,1,0,9,3,1,11,2,2
20190719,Fri,PHI,98,PIT,96,6,1,54,216,41,15,3,0,1,5,0,0,5,9,0,1,13,4,1,14,0,0,33,7,1,0,0,1,0,0,2,5,2,0,7,4,6,10,1,1
20190719,Fri,NYM,97,SFG,98,0,1,59,171,33,3,1,0,0,0,0,1,1,9,0,0,5,3,0,6,1,0,31,3,1,0,0,0,0,0,7,13,0,0,9,3,0,10,0,0
20190719,Fri,BOS,98,BAL,96,2,11,51,187,34,7,0,0,1,2,0,0,2,6,0,0,7,3,10,9,2,0,38,14,1,1,2,9,1,1,3,7,1,0,8,4,2,7,0,0
20190719,Fri,KCR,99,CLE,96,5,10,51,200,33,9,2,1,0,4,0,0,5,7,0,2,6,5,10,10,0,1,36,16,4,0,1,10,2,1,4,3,2,1,9,4,5,7,0,3
20190719,Fri,TOR,99,DET,94,12,1,54,200,42,15,2,0,1,11,0,0,5,12,0,0,8,2,1,9,1,1,35,8,2,0,0,1,0,0,0,7,0,0,7,6,12,10,1,0
20190719,Fri,TEX,97,HOU,99,3,4,51,179,38,10,2,0,2,3,0,0,3,15,2,0,11,2,4,5,0,2,29,7,0,0,4,4,0,2,1,11,0,2,4,4,2,4,2,0
20190719,Fri,OAK,99,MIN,96,5,3,54,201,36,12,3,1,1,5,0,0,2,7,1,0,6,4,2,8,1,1,34,7,1,0,1,2,0,2,3,5,0,1,9,5,5,10,0,2
20190719,Fri,COL,97,NYY,96,2,8,51,195,34,9,3,0,1,2,0,0,2,17,0,0,8,4,8,6,1,1,36,12,1,0,2,8,0,0,4,8,1,1,8,3,2,2,2,1
20190719,Fri,ANA,99,SEA,100,0,10,51,152,28,1,0,0,0,0,0,0,1,6,0,0,2,4,10,8,0,0,34,12,3,0,2,10,0,0,5,9,1,0,5,1,0,7,0,0
20190719,Fri,CHW,94,TBD,100,9,2,54,200,44,17,7,1,1,8,0,0,1,16,0,0,9,3,2,5,0,0,33,6,3,1,0,2,0,0,3,11,1,0,7,7,9,3,0,0
20190720,Sat,MIL,100,ARI,99,8,3,54,197,37,10,4,0,2,8,0,0,5,13,0,0,7,5,3,8,0,1,31,6,3,1,0,3,0,0,3,11,0,1,5,4,8,7,0,0
20190720,Sat,WSN,97,ATL,100,5,3,54,194,36,12,2,0,1,5,0,0,5,6,1,3,9,4,3,4,1,1,35,8,0,0,1,3,0,1,4,9,5,0,10,4,5,13,1,3
20190720,Sat,SDP,98,CHC,98,5,6,51,205,34,9,3,0,3,5,1,0,3,8,1,0,7,3,6,8,1,2,33,11,3,1,1,6,0,0,3,8,0,1,6,5,5,11,1,0
20190720,Sat,STL,97,CIN,96,2,3,51,156,31,6,3,0,1,2,0,0,2,8,0,2,4,2,3,12,0,3,28,7,2,0,1,3,0,1,3,5,1,3,5,3,2,12,0,2
20190720,Sat,FLA,96,LAD,101,6,10,51,207,33,6,2,0,1,5,1,1,3,13,0,0,5,4,10,7,0,1,34,12,3,0,3,10,0,0,7,6,0,1,7,6,3,4,3,0
20190720,Sat,PHI,99,PIT,97,1,5,51,177,29,3,0,0,0,1,0,1,3,11,0,2,5,4,5,11,1,1,37,13,6,0,0,4,0,1,1,5,0,1,10,4,0,11,1,2
20190720,Sat,NYM,98,SFG,99,11,4,54,170,42,17,0,1,4,11,0,1,1,10,1,1,6,4,4,14,0,2,34,9,0,0,2,4,0,1,0,7,0,2,4,3,11,7,0,1
20190720,Sat,BOS,99,BAL,97,17,6,54,209,44,17,3,1,5,17,0,1,5,7,0,1,6,5,6,7,0,0,41,14,4,1,2,6,0,0,2,10,0,0,10,4,9,10,1,1
20190720,Sat,KCR,100,CLE,97,1,0,54,161,32,6,2,0,1,1,0,0,2,5,0,1,6,4,0,4,0,0,30,3,1,0,0,0,0,0,3,13,0,0,6,3,1,10,1,1
20190720,Sat,TOR,100,DET,95,7,5,54,165,37,12,3,0,2,7,0,0,2,8,0,0,5,6,5,4,1,0,35,7,3,0,2,5,0,0,1,11,0,0,4,5,7,13,0,1
20190720,Sat,TEX,98,HOU,100,1,6,51,145,29,2,0,0,1,1,0,0,0,13,0,0,1,5,6,10,0,0,35,11,4,0,2,6,0,0,2,4,1,0,7,3,1,9,0,0
20190720,Sat,OAK,100,MIN,97,5,4,54,210,37,11,1,0,2,5,0,3,4,9,0,2,12,5,4,19,0,2,32,9,2,0,3,4,1,0,4,3,0,2,6,5,5,12,1,2
20190720,Sat,COL,98,NYY,97,5,11,51,213,34,7,2,0,1,5,0,0,1,5,0,0,3,5,11,7,2,0,38,14,3,0,0,10,0,1,5,11,1,0,9,3,5,11,0,0
20190720,Sat,ANA,100,SEA,101,6,2,54,203,35,8,1,0,1,5,0,0,5,9,2,1,7,5,2,12,1,1,28,5,0,0,0,2,1,1,2,10,1,1,5,6,2,7,1,1
20190720,Sat,CHW,95,TBD,101,2,1,66,218,39,8,0,0,1,2,0,0,2,10,1,2,6,5,1,14,1,1,41,9,0,0,1,1,0,0,3,11,0,1,10,7,2,16,0,2
20190721,Sun,MIL,101,ARI,100,7,4,54,219,34,8,2,1,1,7,0,0,5,12,0,0,5,6,4,7,0,1,34,9,2,0,1,4,1,0,5,11,1,1,9,6,7,5,0,0
20190721,Sun,WSN,98,ATL,101,1,7,51,182,32,6,0,0,0,1,0,0,0,8,0,1,4,5,7,5,1,1,33,11,1,0,2,7,0,0,6,11,1,1,8,3,1,2,0,1
20190721,Sun,SDP,99,CHC,99,5,1,54,169,31,6,1,0,1,5,0,1,5,6,0,1,6,3,1,6,0,1,32,6,1,0,0,1,0,0,0,10,0,0,4,4,5,14,0,1
20190721,Sun,STL,98,CIN,97,3,1,54,202,33,6,0,1,1,2,0,0,2,15,4,0,5,5,1,7,0,0,34,7,1,0,1,1,0,1,3,14,0,0,10,4,2,6,1,0
20190721,Sun,FLA,97,LAD,102,0,9,51,161,33,6,2,0,0,0,0,0,0,14,0,0,6,4,8,8,2,0,34,9,1,0,3,9,0,0,3,9,1,0,4,3,0,6,0,0
20190721,Sun,PHI,100,PIT,98,2,1,66,221,38,6,2,0,1,2,0,2,2,8,0,1,7,5,1,15,0,0,36,6,2,0,0,1,0,2,4,13,0,0,9,5,2,12,0,1
20190721,Sun,NYM,99,SFG,100,2,3,70,208,39,5,1,0,2,2,0,0,4,14,0,0,6,6,3,12,1,2,40,7,2,0,1,3,0,1,3,10,0,2,7,7,2,11,0,1
20190721,Sun,BOS,100,BAL,98,0,5,51,164,27,1,1,0,0,0,0,1,3,12,1,1,4,3,5,9,0,1,28,7,1,0,3,5,0,1,3,10,0,1,3,3,0,8,0,1
20190721,Sun,KCR,101,CLE,98,4,5,51,167,35,8,2,0,2,4,0,0,2,10,0,0,6,3,4,6,1,0,33,9,2,0,2,5,0,0,2,2,0,0,7,4,4,10,0,0
20190721,Sun,TOR,101,DET,96,3,4,57,178,34,5,2,0,1,3,0,0,2,6,0,1,3,5,4,4,0,2,37,12,3,0,2,3,0,1,1,13,0,2,8,4,2,8,1,2
20190721,Sun,TEX,99,HOU,101,3,5,51,188,33,6,0,0,2,3,0,0,3,13,0,0,6,4,5,4,0,1,32,9,1,0,3,5,0,0,2,14,0,1,5,5,3,9,0,0
20190721,Sun,OAK,101,MIN,98,6,7,53,242,31,7,3,0,1,5,2,0,9,14,1,0,9,5,7,5,1,1,39,13,3,1,1,7,0,0,7,5,0,1,13,5,5,4,0,0
20190721,Sun,COL,99,NYY,98,8,4,54,193,36,10,4,0,1,7,0,1,6,13,2,1,9,3,4,10,0,0,31,4,0,0,3,4,0,0,3,6,0,0,3,5,4,5,1,1
20190721,Sun,ANA,101,SEA,102,9,3,54,195,37,12,3,1,4,9,1,0,1,9,0,0,3,5,3,11,0,1,37,12,2,0,0,2,0,0,5,10,0,1,12,3,9,11,0,1
20190721,Sun,CHW,96,TBD,102,2,4,51,187,31,5,1,1,0,2,0,0,3,14,3,0,5,3,4,13,0,2,25,3,1,0,1,4,0,0,5,7,0,2,2,4,2,8,0,0
20190722,Mon,BAL,99,ARI,101,3,6,51,175,35,9,0,0,2,3,0,0,1,12,0,0,7,4,5,8,1,0,36,12,3,2,0,6,0,0,4,6,1,0,10,4,3,8,0,0
20190722,Mon,CIN,98,MIL,102,6,5,54,213,36,12,1,0,2,6,0,0,3,7,1,0,7,6,5,8,0,1,34,8,2,0,1,5,0,1,7,12,1,1,10,4,6,14,0,0
20190722,Mon,STL,99,PIT,99,6,5,60,245,37,8,2,0,2,6,1,1,5,14,1,1,8,6,5,13,1,1,39,12,3,0,1,5,0,1,5,8,0,1,11,7,5,9,3,1
20190722,Mon,CHC,100,SFG,101,4,5,51,170,33,6,1,0,2,4,0,1,3,10,1,0,6,5,5,14,0,2,35,13,4,0,0,4,0,0,1,7,0,2,7,4,4,8,0,0
20190722,Mon,FLA,98,CHW,97,1,9,51,149,30,4,0,0,1,1,0,1,0,5,0,1,3,3,9,3,0,0,34,10,3,0,4,9,0,0,1,11,0,0,2,1,1,11,1,2
20190722,Mon,OAK,102,HOU,102,1,11,51,176,30,2,2,0,0,1,0,0,1,11,0,0,3,4,11,6,0,0,37,13,3,0,3,11,0,2,8,6,0,0,12,3,1,7,1,0
20190722,Mon,NYY,99,MIN,99,6,8,51,188,36,13,3,0,3,6,0,0,5,8,0,2,8,3,7,9,1,0,32,8,0,0,5,8,0,0,3,9,0,0,4,5,6,10,0,2
20190722,Mon,TEX,100,SEA,103,3,7,51,170,36,9,1,0,1,3,0,1,1,7,0,0,8,4,7,4,0,1,34,11,2,0,2,7,0,1,2,9,0,1,6,4,3,9,0,0
20190722,Mon,BOS,101,TBD,103,9,4,54,200,39,12,5,0,3,9,0,0,3,3,0,0,6,4,4,11,0,1,35,9,3,0,0,4,0,0,5,9,0,1,9,5,9,6,0,0
20190722,Mon,CLE,99,TOR,102,7,3,54,175,37,12,5,1,1,7,1,0,7,5,1,1,12,2,3,12,0,3,28,5,0,0,2,3,0,1,2,7,0,2,1,5,5,11,1,1
20190723,Tue,BAL,100,ARI,102,7,2,54,177,35,9,0,0,3,7,0,0,2,15,0,0,3,3,2,8,1,3,29,5,0,0,0,2,0,0,3,7,1,2,3,4,7,7,1,0
20190723,Tue,KCR,102,ATL,102,5,4,54,210,31,5,1,0,2,5,0,1,5,14,0,1,5,5,4,7,0,0,38,11,3,0,0,4,0,3,2,14,1,0,12,6,5,8,0,1
20190723,Tue,ANA,102,LAD,103,5,4,54,234,38,11,4,0,2,5,0,1,3,10,0,1,10,7,4,9,2,0,33,9,1,0,0,4,2,0,7,10,0,0,11,4,5,7,1,1
